STATUS,RESEARCHER,BLD_TYPE,STREET_1,STREET_2,CITY,STATE,ZIP,LAT,LON,FLOOD_ZONE,BFE_FT,STAIRS,ROOF_PIX_L,ROOF_PIX_R,FFE_PIX_B,FFE_PIX_T,ROOF_INCH,GARAGE,LE,FIPS,BLD_ID,ELEV_GUESS,FLOOD_CLAIM,CONF,GSV_YR,GMAP_YR,GE_YR,EC_LEV1,EC_LEV2,EC_DATUM,EC_DATE,EC1_NAVD88,EC2_NAVD88,Ground_El,LAT,LON,Stairs_El,Pix_El,Combo_El,GRD_STA,GRD_PIX,GRD_COMBO,FFE_STA,FFE_PIX,FFE_COMBO,FFE_USE,GND_TRUTH,Andrew_92,Andrew_IN,100_YR,100_IN,BFE_DIF,NOTES,NOTES2
COMPLETED,mrvernon09@tamu.edu,Dwelling,9810,Caribbean Blvd,Cutler Bay,FL,33189,25.578574,-80.350467,X,-999,1,-999,-999,-999,-999,-999,Y,N,,,0,,4,2018,2019,2017,,,,,,,8.32,25.578574,-80.350467,0.625,#DIV/0!,#DIV/0!,8.945,#DIV/0!,#DIV/0!,9.255,#DIV/0!,#DIV/0!,9.255,,10.25,0.995,13.88,4.625,,House partially obscured by trees,
COMPLETED,mrvernon09@tamu.edu,Dwelling,9811,Caribbean Blvd,Cutler Bay,FL,33189,25.579038,-80.350417,X,-999,1,-999,-999,-999,-999,-999,Y,N,,,0,,5,2018,2019,2017,,,,,,,8.32,25.579038,-80.350417,0.625,#DIV/0!,#DIV/0!,8.945,#DIV/0!,#DIV/0!,9.255,#DIV/0!,#DIV/0!,9.255,,10.25,0.995,13.88,4.625,,Good image of house,
COMPLETED,victoriaford@tamu.edu,Dwelling,9820,Caribbean Blvd,Cutler Bay,FL,33189,25.578476,-80.350648,X,-999,0.5,-999,-999,-999,-999,-999,N,Y,,,0.3,,5,2018,2019,2017,,,,,,,8.32,25.578476,-80.350648,0.3125,#DIV/0!,#DIV/0!,8.6325,#DIV/0!,#DIV/0!,8.9425,#DIV/0!,#DIV/0!,8.9425,,10.25,1.3075,13.88,4.9375,,GSV can make out front step well ,
COMPLETED,victoriaford@tamu.edu,Dwelling,9821,Caribbean Blvd,Cutler Bay,FL,33189,25.578885,-80.350669,X,-999,2,-999,-999,-999,-999,-999,Y,Y,,,1.6,,5,2018,2019,2017,,,,,,,8.32,25.578885,-80.350669,1.25,#DIV/0!,#DIV/0!,9.57,#DIV/0!,#DIV/0!,9.88,#DIV/0!,#DIV/0!,9.88,,10.25,0.37,13.88,4,,GSV can make out front steps well,
COMPLETED,victoriaford@tamu.edu,Dwelling,9830,Caribbean Blvd,Cutler Bay,FL,33189,25.578359,-80.350852,X,-999,2,-999,-999,-999,-999,-999,N,Y,,,1.6,,5,2018,2019,2017,,,,,,,8.32,25.578359,-80.350852,1.25,#DIV/0!,#DIV/0!,9.57,#DIV/0!,#DIV/0!,9.88,#DIV/0!,#DIV/0!,9.88,,10.25,0.37,13.88,4,,GSV can make out front steps well,
COMPLETED,victoriaford@tamu.edu,Dwelling,9840,Caribbean Blvd,Cutler Bay,FL,33189,25.578233,-80.351052,X,-999,2,-999,-999,-999,-999,-999,N,Y,,,1.6,,5,2018,2019,2017,,,,,,,8.32,25.578233,-80.351052,1.25,#DIV/0!,#DIV/0!,9.57,#DIV/0!,#DIV/0!,9.88,#DIV/0!,#DIV/0!,9.88,,10.25,0.37,13.88,4,,GSV can make out front steps well,
COMPLETED,victoriaford@tamu.edu,Dwelling,9841,Caribbean Blvd,Cutler Bay,FL,33189,25.578701,-80.351078,X,-999,1.5,-999,-999,-999,-999,-999,Y,Y,,,1.2,,5,2018,2019,2017,,,,,,,8.32,25.578701,-80.351078,0.9375,#DIV/0!,#DIV/0!,9.2575,#DIV/0!,#DIV/0!,9.5675,#DIV/0!,#DIV/0!,9.5675,,10.25,0.6825,13.88,4.3125,,GSV can make out front steps well,
COMPLETED,victoriaford@tamu.edu,Dwelling,9850,Caribbean Blvd,Cutler Bay,FL,33189,25.57816,-80.351265,X,-999,1.5,-999,-999,-999,-999,-999,N,Y,,,1.2,,5,2018,2019,2017,,,,,,,8.32,25.57816,-80.351265,0.9375,#DIV/0!,#DIV/0!,9.2575,#DIV/0!,#DIV/0!,9.5675,#DIV/0!,#DIV/0!,9.5675,,10.25,0.6825,13.88,4.3125,,GSV can make out front steps well,
COMPLETED,victoriaford@tamu.edu,Dwelling,9851,Caribbean Blvd,Cutler Bay,FL,33189,25.578581,-80.351256,X,-999,1.5,-999,-999,-999,-999,-999,Y,Y,,,1.2,,5,2018,2019,2017,,,,,,,8.32,25.578581,-80.351256,0.9375,#DIV/0!,#DIV/0!,9.2575,#DIV/0!,#DIV/0!,9.5675,#DIV/0!,#DIV/0!,9.5675,,10.25,0.6825,13.88,4.3125,,GSV can make out front steps well,
COMPLETED,victoriaford@tamu.edu,Dwelling,9860,Caribbean Blvd,Cutler Bay,FL,33189,25.578062,-80.351452,X,-999,1,-999,-999,-999,-999,-999,N,Y,,,0.8,,5,2018,2019,2017,,,,,,,8.32,25.578062,-80.351452,0.625,#DIV/0!,#DIV/0!,8.945,#DIV/0!,#DIV/0!,9.255,#DIV/0!,#DIV/0!,9.255,,10.25,0.995,13.88,4.625,,GSV can make out front steps well,
COMPLETED,victoriaford@tamu.edu,Dwelling,9861,Caribbean Blvd,Cutler Bay,FL,33189,25.57847,-80.351451,X,-999,1.5,-999,-999,-999,-999,-999,N,Y,,,1.2,,5,2018,2019,2017,,,,,,,8.65,25.57847,-80.351451,0.9375,#DIV/0!,#DIV/0!,9.5875,#DIV/0!,#DIV/0!,9.8975,#DIV/0!,#DIV/0!,9.8975,,10.25,0.3525,13.88,3.9825,,GSV can make out front steps well,
COMPLETED,victoriaford@tamu.edu,Dwelling,9870,Caribbean Blvd,Cutler Bay,FL,33189,25.577938,-80.351644,X,-999,1,-999,-999,-999,-999,-999,N,Y,,,0.6,,5,2018,2019,2017,,,,,,,8.32,25.577938,-80.351644,0.625,#DIV/0!,#DIV/0!,8.945,#DIV/0!,#DIV/0!,9.255,#DIV/0!,#DIV/0!,9.255,,10.25,0.995,13.88,4.625,,GSV can make out front steps well,
COMPLETED,victoriaford@tamu.edu,Dwelling,9871,Caribbean Blvd,Cutler Bay,FL,33189,25.578384,-80.351676,X,-999,1,-999,-999,-999,-999,-999,N,Y,,,0.8,,5,2018,2019,2017,,,,,,,8.65,25.578384,-80.351676,0.625,#DIV/0!,#DIV/0!,9.275,#DIV/0!,#DIV/0!,9.585,#DIV/0!,#DIV/0!,9.585,,10.25,0.665,13.88,4.295,,GSV can make out front steps well,
COMPLETED,victoriaford@tamu.edu,Dwelling,9880,Caribbean Blvd,Cutler Bay,FL,33189,25.577829,-80.351864,X,-999,1,-999,-999,-999,-999,-999,Y,Y,,,0.8,,5,2018,2019,2017,,,,,,,8.32,25.577829,-80.351864,0.625,#DIV/0!,#DIV/0!,8.945,#DIV/0!,#DIV/0!,9.255,#DIV/0!,#DIV/0!,9.255,,10.25,0.995,13.88,4.625,,GSV can make out front steps well,
COMPLETED,victoriaford@tamu.edu,Dwelling,9881,Caribbean Blvd,Cutler Bay,FL,33189,25.57827,-80.351883,X,-999,1,-999,-999,-999,-999,-999,Y,Y,,,0.8,,5,2018,2019,2017,,,,,,,8.65,25.57827,-80.351883,0.625,#DIV/0!,#DIV/0!,9.275,#DIV/0!,#DIV/0!,9.585,#DIV/0!,#DIV/0!,9.585,,10.25,0.665,13.88,4.295,,"GSV can make out front steps well, especially from side angle",
COMPLETED,victoriaford@tamu.edu,Dwelling,9890,Caribbean Blvd,Cutler Bay,FL,33189,25.577735,-80.352044,X,-999,0.5,-999,-999,-999,-999,-999,N,Y,,,0.4,,5,2018,2019,2017,,,,,,,8.32,25.577735,-80.352044,0.3125,#DIV/0!,#DIV/0!,8.6325,#DIV/0!,#DIV/0!,8.9425,#DIV/0!,#DIV/0!,8.9425,,10.25,1.3075,13.88,4.9375,,"GSV can make out front steps well, around cars",
COMPLETED,victoriaford@tamu.edu,Dwelling,9900,Caribbean Blvd,Cutler Bay,FL,33189,25.577483,-80.35243,X,-999,1.5,-999,-999,-999,-999,-999,N,Y,,,1.2,,5,2018,2019,2017,,,,,,,8.43,25.577483,-80.35243,0.9375,#DIV/0!,#DIV/0!,9.3675,#DIV/0!,#DIV/0!,9.6775,#DIV/0!,#DIV/0!,9.6775,,10.25,0.5725,13.88,4.2025,,GSV can make out front steps well,
COMPLETED,victoriaford@tamu.edu,Dwelling,9910,Caribbean Blvd,Cutler Bay,FL,33189,25.577367,-80.352712,X,-999,0.5,-999,-999,-999,-999,-999,N,Y,,,0.4,,5,2018,2018,2017,,,,,,,8.51,25.577367,-80.352712,0.3125,#DIV/0!,#DIV/0!,8.8225,#DIV/0!,#DIV/0!,9.1325,#DIV/0!,#DIV/0!,9.1325,,10.25,1.1175,13.88,4.7475,,GSV can make out front steps well,
COMPLETED,victoriaford@tamu.edu,Dwelling,9911,Caribbean Blvd,Cutler Bay,FL,33189,25.578069,-80.35227,X,-999,0.5,-999,-999,-999,-999,-999,N,Y,,,0.4,,4,2018,2019,2017,,,,,,,8.4,25.578069,-80.35227,0.3125,#DIV/0!,#DIV/0!,8.7125,#DIV/0!,#DIV/0!,9.0225,#DIV/0!,#DIV/0!,9.0225,,10.25,1.2275,13.88,4.8575,,"House has a privacy fence, can only see front door from side street and the door is somewhat shadowed, potentially half a step there",
COMPLETED,victoriaford@tamu.edu,Dwelling,9920,Caribbean Blvd,Cutler Bay,FL,33189,25.577252,-80.352921,X,-999,1,-999,-999,-999,-999,-999,N,Y,,,0.8,,5,2018,2019,2017,,,,,,,8.49,25.577252,-80.352921,0.625,#DIV/0!,#DIV/0!,9.115,#DIV/0!,#DIV/0!,9.425,#DIV/0!,#DIV/0!,9.425,,10.25,0.825,13.88,4.455,,GSV can make out front steps well,
COMPLETED,kara0494@gmail.com,Dwelling,9921,Caribbean Blvd,Cutler Bay,FL,33189,25.57786,-80.35261,X,-999,1.5,-999,-999,-999,-999,-999,N,Y,,,1.5,,5,2018,2019,2017,,,,,,,8.65,25.57786,-80.35261,0.9375,#DIV/0!,#DIV/0!,9.5875,#DIV/0!,#DIV/0!,9.8975,#DIV/0!,#DIV/0!,9.8975,,10.25,0.3525,13.88,3.9825,,,
COMPLETED,kara0494@gmail.com,Dwelling,9930,Caribbean Blvd,Cutler Bay,FL,33189,25.577124,-80.353077,X,-999,0.5,-999,-999,-999,-999,-999,N,Y,,,0.5,,3,2018,2019,2017,,,,,,,8.48,25.577124,-80.353077,0.3125,#DIV/0!,#DIV/0!,8.7925,#DIV/0!,#DIV/0!,9.1025,#DIV/0!,#DIV/0!,9.1025,,10.25,1.1475,13.88,4.7775,,,
COMPLETED,kara0494@gmail.com,Dwelling,9931,Caribbean Blvd,Cutler Bay,FL,33189,25.577772,-80.352786,X,-999,1.5,-999,-999,-999,-999,-999,N,Y,,,1,,4,2018,2019,2017,,,,,,,8.65,25.577772,-80.352786,0.9375,#DIV/0!,#DIV/0!,9.5875,#DIV/0!,#DIV/0!,9.8975,#DIV/0!,#DIV/0!,9.8975,,10.25,0.3525,13.88,3.9825,,,
COMPLETED,kara0494@gmail.com,Dwelling,9940,Caribbean Blvd,Cutler Bay,FL,33189,25.577005,-80.353349,X,-999,1.5,-999,-999,-999,-999,-999,N,Y,,,0.7,,5,2018,2019,2017,,,,,,,8.32,25.577005,-80.353349,0.9375,#DIV/0!,#DIV/0!,9.2575,#DIV/0!,#DIV/0!,9.5675,#DIV/0!,#DIV/0!,9.5675,,10.25,0.6825,13.88,4.3125,,,
COMPLETED,kara0494@gmail.com,Dwelling,9941,Caribbean Blvd,Cutler Bay,FL,33189,25.577669,-80.352992,X,-999,1.5,-999,-999,-999,-999,-999,N,Y,,,0.7,,5,2018,2019,2017,,,,,,,8.65,25.577669,-80.352992,0.9375,#DIV/0!,#DIV/0!,9.5875,#DIV/0!,#DIV/0!,9.8975,#DIV/0!,#DIV/0!,9.8975,,10.25,0.3525,13.88,3.9825,,,
COMPLETED,kara0494@gmail.com,Dwelling,9950,Caribbean Blvd,Cutler Bay,FL,33189,25.57691,-80.353495,X,-999,1.5,-999,-999,-999,-999,-999,N,Y,,,1,,5,2018,2019,2017,,,,,,,8.32,25.57691,-80.353495,0.9375,#DIV/0!,#DIV/0!,9.2575,#DIV/0!,#DIV/0!,9.5675,#DIV/0!,#DIV/0!,9.5675,,10.25,0.6825,13.88,4.3125,,,
COMPLETED,kara0494@gmail.com,Dwelling,9951,Caribbean Blvd,Cutler Bay,FL,33189,25.577575,-80.3532,X,-999,0.5,-999,-999,-999,-999,-999,N,Y,,,0.5,,4,2018,2019,2017,,,,,,,8.65,25.577575,-80.3532,0.3125,#DIV/0!,#DIV/0!,8.9625,#DIV/0!,#DIV/0!,9.2725,#DIV/0!,#DIV/0!,9.2725,,10.25,0.9775,13.88,4.6075,,,
COMPLETED,kara0494@gmail.com,Dwelling,9960,Caribbean Blvd,Cutler Bay,FL,33189,25.576825,-80.35372,X,-999,1,-999,-999,-999,-999,-999,Y,Y,,,0.7,,5,2018,2019,2017,,,,,,,8.32,25.576825,-80.35372,0.625,#DIV/0!,#DIV/0!,8.945,#DIV/0!,#DIV/0!,9.255,#DIV/0!,#DIV/0!,9.255,,10.25,0.995,13.88,4.625,,,
COMPLETED,kara0494@gmail.com,Dwelling,9961,Caribbean Blvd,Cutler Bay,FL,33189,25.577486,-80.353397,X,-999,2,-999,-999,-999,-999,-999,N,Y,,,0.5,,4,2018,2019,2017,,,,,,,8.65,25.577486,-80.353397,1.25,#DIV/0!,#DIV/0!,9.9,#DIV/0!,#DIV/0!,10.21,#DIV/0!,#DIV/0!,10.21,,10.25,0.04,13.88,3.67,,,
COMPLETED,kara0494@gmail.com,Dwelling,9970,Caribbean Blvd,Cutler Bay,FL,33189,25.576717,-80.353957,X,-999,1.5,-999,-999,-999,-999,-999,Y,Y,,,1,,4,2018,2019,2017,,,,,,,8.32,25.576717,-80.353957,0.9375,#DIV/0!,#DIV/0!,9.2575,#DIV/0!,#DIV/0!,9.5675,#DIV/0!,#DIV/0!,9.5675,,10.25,0.6825,13.88,4.3125,,,
COMPLETED,kara0494@gmail.com,Dwelling,9971,Caribbean Blvd,Cutler Bay,FL,33189,25.577335,-80.353596,X,-999,1.5,-999,-999,-999,-999,-999,N,Y,,,0.7,,5,2018,2019,2017,,,,,,,8.65,25.577335,-80.353596,0.9375,#DIV/0!,#DIV/0!,9.5875,#DIV/0!,#DIV/0!,9.8975,#DIV/0!,#DIV/0!,9.8975,,10.25,0.3525,13.88,3.9825,,,
COMPLETED,kara0494@gmail.com,Dwelling,9980,Caribbean Blvd,Cutler Bay,FL,33189,25.576603,-80.354159,X,-999,1.5,-999,-999,-999,-999,-999,N,Y,,,0.5,,4,2018,2019,2017,,,,,,,8.32,25.576603,-80.354159,0.9375,#DIV/0!,#DIV/0!,9.2575,#DIV/0!,#DIV/0!,9.5675,#DIV/0!,#DIV/0!,9.5675,,10.25,0.6825,13.88,4.3125,,,
COMPLETED,kara0494@gmail.com,Dwelling,9981,Caribbean Blvd,Cutler Bay,FL,33189,25.577236,-80.353839,X,-999,1.5,-999,-999,-999,-999,-999,N,Y,,,0.7,,5,2018,2019,2017,,,,,,,8.65,25.577236,-80.353839,0.9375,#DIV/0!,#DIV/0!,9.5875,#DIV/0!,#DIV/0!,9.8975,#DIV/0!,#DIV/0!,9.8975,,10.25,0.3525,13.88,3.9825,,,
COMPLETED,kara0494@gmail.com,Dwelling,9991,Caribbean Blvd,Cutler Bay,FL,33189,25.577129,-80.353982,X,-999,2,-999,-999,-999,-999,-999,Y,Y,,,1,,5,2018,2019,2017,,,,,,,8.65,25.577129,-80.353982,1.25,#DIV/0!,#DIV/0!,9.9,#DIV/0!,#DIV/0!,10.21,#DIV/0!,#DIV/0!,10.21,,10.25,0.04,13.88,3.67,,,
COMPLETED,kara0494@gmail.com,Dwelling,10000,Caribbean Blvd,Cutler Bay,FL,33189,25.576559,-80.354381,X,-999,2.5,632,1494,671,684,664,Y,Y,,,0.7,,4,2018,2019,2017,,,,,,,8.32,25.576559,-80.354381,1.5625,0.834493426,1.198496713,9.8825,9.154493426,9.518496713,10.1925,9.464493426,9.828496713,10.1925,,10.25,0.0575,13.88,3.6875,,,
COMPLETED,kara0494@gmail.com,Dwelling,10001,Caribbean Blvd,Cutler Bay,FL,33189,25.577042,-80.354215,X,-999,2,-999,-999,-999,-999,-999,N,Y,,,1.5,,4,2018,2019,2017,,,,,,,8.65,25.577042,-80.354215,1.25,#DIV/0!,#DIV/0!,9.9,#DIV/0!,#DIV/0!,10.21,#DIV/0!,#DIV/0!,10.21,,10.25,0.04,13.88,3.67,,,
COMPLETED,kara0494@gmail.com,Dwelling,10010,Caribbean Blvd,Cutler Bay,FL,33189,25.576486,-80.354586,X,-999,2,-999,-999,-999,-999,-999,N,Y,,,2,,5,2018,2019,2017,,,,,,,8.32,25.576486,-80.354586,1.25,#DIV/0!,#DIV/0!,9.57,#DIV/0!,#DIV/0!,9.88,#DIV/0!,#DIV/0!,9.88,,10.25,0.37,13.88,4,,,
COMPLETED,kara0494@gmail.com,Dwelling,10011,Caribbean Blvd,Cutler Bay,FL,33189,25.576956,-80.35442,X,-999,1.5,-999,-999,-999,-999,-999,N,Y,,,1,,5,2018,2019,2017,,,,,,,8.65,25.576956,-80.35442,0.9375,#DIV/0!,#DIV/0!,9.5875,#DIV/0!,#DIV/0!,9.8975,#DIV/0!,#DIV/0!,9.8975,,10.25,0.3525,13.88,3.9825,,,
COMPLETED,kara0494@gmail.com,Dwelling,10020,Caribbean Blvd,Cutler Bay,FL,33189,25.576324,-80.354868,X,-999,5.5,480,1312,560,609,669,Y,Y,,,4,,4,2018,2019,2017,,,,,,,8.32,25.576324,-80.354868,3.4375,3.283353365,3.360426683,11.7575,11.60335337,11.68042668,12.0675,11.91335337,11.99042668,12.0675,,10.25,-1.8175,13.88,1.8125,,Roofline and LE slightly obstructed and tricky to get pixel measurements on,
COMPLETED,kara0494@gmail.com,Dwelling,10021,Caribbean Blvd,Cutler Bay,FL,33189,25.576901,-80.354656,X,-999,1.5,-999,-999,-999,-999,-999,Y,Y,,,1,,5,2018,2019,2017,,,,,,,8.65,25.576901,-80.354656,0.9375,#DIV/0!,#DIV/0!,9.5875,#DIV/0!,#DIV/0!,9.8975,#DIV/0!,#DIV/0!,9.8975,,10.25,0.3525,13.88,3.9825,,,
COMPLETED,kara0494@gmail.com,Dwelling,10031,Caribbean Blvd,Cutler Bay,FL,33189,25.576837,-80.354877,X,-999,1.5,-999,-999,-999,-999,-999,N,Y,,,1,,5,2018,2019,2017,,,,,,,8.65,25.576837,-80.354877,0.9375,#DIV/0!,#DIV/0!,9.5875,#DIV/0!,#DIV/0!,9.8975,#DIV/0!,#DIV/0!,9.8975,,10.25,0.3525,13.88,3.9825,,,
COMPLETED,kara0494@gmail.com,Dwelling,10050,Caribbean Blvd,Cutler Bay,FL,33189,25.576293,-80.355294,X,-999,2,-999,-999,-999,-999,-999,Y,Y,,,0.5,,5,2018,2019,2017,,,,,,,8.63,25.576293,-80.355294,1.25,#DIV/0!,#DIV/0!,9.88,#DIV/0!,#DIV/0!,10.19,#DIV/0!,#DIV/0!,10.19,,10.25,0.06,13.88,3.69,,,
COMPLETED,kara0494@gmail.com,Dwelling,10100,Caribbean Blvd,Cutler Bay,FL,33189,25.576254,-80.355561,X,-999,0.5,-999,-999,-999,-999,-999,N,Y,,,0.5,,3,2018,2019,2017,,,,,,,8.64,25.576254,-80.355561,0.3125,#DIV/0!,#DIV/0!,8.9525,#DIV/0!,#DIV/0!,9.2625,#DIV/0!,#DIV/0!,9.2625,,10.25,0.9875,13.88,4.6175,,,
COMPLETED,kara0494@gmail.com,Dwelling,10101,Caribbean Blvd,Cutler Bay,FL,33189,25.576711,-80.355308,X,-999,0.5,-999,-999,-999,-999,-999,N,Y,,,0.5,,4,2018,2019,2017,,,,,,,8.65,25.576711,-80.355308,0.3125,#DIV/0!,#DIV/0!,8.9625,#DIV/0!,#DIV/0!,9.2725,#DIV/0!,#DIV/0!,9.2725,,10.25,0.9775,13.88,4.6075,,,
COMPLETED,kara0494@gmail.com,Dwelling,10110,Caribbean Blvd,Cutler Bay,FL,33189,25.576226,-80.355795,X,-999,1.5,-999,-999,-999,-999,-999,N,Y,,,1.5,,4,2018,2019,2017,,,,,,,8.61,25.576226,-80.355795,0.9375,#DIV/0!,#DIV/0!,9.5475,#DIV/0!,#DIV/0!,9.8575,#DIV/0!,#DIV/0!,9.8575,,10.25,0.3925,13.88,4.0225,,,
COMPLETED,kara0494@gmail.com,Dwelling,10111,Caribbean Blvd,Cutler Bay,FL,33189,25.576657,-80.355528,X,-999,0.5,-999,-999,-999,-999,-999,Y,Y,,,0.5,,5,2018,2019,2017,,,,,,,8.67,25.576657,-80.355528,0.3125,#DIV/0!,#DIV/0!,8.9825,#DIV/0!,#DIV/0!,9.2925,#DIV/0!,#DIV/0!,9.2925,,10.25,0.9575,13.88,4.5875,,,
COMPLETED,kara0494@gmail.com,Dwelling,10120,Caribbean Blvd,Cutler Bay,FL,33189,25.576163,-80.356024,X,-999,2,-999,-999,-999,-999,-999,N,Y,,,1.5,,5,2018,2019,2017,,,,,,,8.64,25.576163,-80.356024,1.25,#DIV/0!,#DIV/0!,9.89,#DIV/0!,#DIV/0!,10.2,#DIV/0!,#DIV/0!,10.2,,10.25,0.05,13.88,3.68,,,
COMPLETED,kara0494@gmail.com,Dwelling,10121,Caribbean Blvd,Cutler Bay,FL,33189,25.576623,-80.355761,X,-999,0.5,-999,-999,-999,-999,-999,N,Y,,,0.6,,5,2018,2019,2017,,,,,,,8.37,25.576623,-80.355761,0.3125,#DIV/0!,#DIV/0!,8.6825,#DIV/0!,#DIV/0!,8.9925,#DIV/0!,#DIV/0!,8.9925,,10.25,1.2575,13.88,4.8875,,,
COMPLETED,mrvernon09@tamu.edu,Dwelling,10130,Caribbean Blvd,Cutler Bay,FL,33189,25.576174,-80.35626,AE,8,1,-999,-999,-999,-999,-999,N,N,,,0,,5,2018,2019,2017,,,,,,,8.65,25.576174,-80.35626,0.625,#DIV/0!,#DIV/0!,9.275,#DIV/0!,#DIV/0!,9.585,#DIV/0!,#DIV/0!,9.585,,10.25,0.665,13.88,4.295,,Good image of house,
COMPLETED,mrvernon09@tamu.edu,Dwelling,10131,Caribbean Blvd,Cutler Bay,FL,33189,25.576549,-80.356179,X,-999,0,-999,-999,-999,-999,-999,N,Y,,,0,,4,2018,2019,2017,,,,,,,8.06,25.576549,-80.356179,0,#DIV/0!,#DIV/0!,8.06,#DIV/0!,#DIV/0!,8.37,#DIV/0!,#DIV/0!,8.37,,10.25,1.88,13.88,5.51,,House partially obscured by trees,
COMPLETED,mrvernon09@tamu.edu,Dwelling,10200,Caribbean Blvd,Cutler Bay,FL,33189,25.576166,-80.356466,AE,8,1,-999,-999,-999,-999,-999,N,N,,,0,,5,2018,2019,2017,,,,,,,8.33,25.576166,-80.356466,0.625,#DIV/0!,#DIV/0!,8.955,#DIV/0!,#DIV/0!,9.265,#DIV/0!,#DIV/0!,9.265,,10.25,0.985,13.88,4.615,,Good image of house,
COMPLETED,mrvernon09@tamu.edu,Dwelling,10201,Caribbean Blvd,Cutler Bay,FL,33189,25.576533,-80.356381,X,-999,1,-999,-999,-999,-999,-999,N,Y,,,0,,4,2018,2019,2017,,,,,,,7.99,25.576533,-80.356381,0.625,#DIV/0!,#DIV/0!,8.615,#DIV/0!,#DIV/0!,8.925,#DIV/0!,#DIV/0!,8.925,,10.25,1.325,13.88,4.955,,House partially obscured by palm trees and cars,
COMPLETED,mrvernon09@tamu.edu,Dwelling,10210,Caribbean Blvd,Cutler Bay,FL,33189,25.57615,-80.356693,AE,8,0,-999,-999,-999,-999,-999,N,N,,,0,,5,2018,2019,2017,,,,,,,8,25.57615,-80.356693,0,#DIV/0!,#DIV/0!,8,#DIV/0!,#DIV/0!,8.31,#DIV/0!,#DIV/0!,8.31,,10.25,1.94,13.88,5.57,,Good image of house,
COMPLETED,mrvernon09@tamu.edu,Dwelling,10211,Caribbean Blvd,Cutler Bay,FL,33189,25.57635,-80.356616,X,-999,0,-999,-999,-999,-999,-999,N,N,,,0,,5,2018,2019,2017,,,,,,,8,25.57635,-80.356616,0,#DIV/0!,#DIV/0!,8,#DIV/0!,#DIV/0!,8.31,#DIV/0!,#DIV/0!,8.31,,10.25,1.94,13.88,5.57,,Good image of house,
COMPLETED,mrvernon09@tamu.edu,Dwelling,10220,Caribbean Blvd,Cutler Bay,FL,33189,25.576142,-80.356761,AE,8,1,-999,-999,-999,-999,-999,N,N,,,0,,5,2018,2019,2017,,,,,,,7.91,25.576142,-80.356761,0.625,#DIV/0!,#DIV/0!,8.535,#DIV/0!,#DIV/0!,8.845,#DIV/0!,#DIV/0!,8.845,,10.25,1.405,13.88,5.035,,Good image of house,
COMPLETED,mrvernon09@tamu.edu,Dwelling,10221,Caribbean Blvd,Cutler Bay,FL,33189,25.57625,-80.356857,X,-999,0.5,-999,-999,-999,-999,-999,N,N,,,0,,5,2018,2019,2017,,,,,,,7.61,25.57625,-80.356857,0.3125,#DIV/0!,#DIV/0!,7.9225,#DIV/0!,#DIV/0!,8.2325,#DIV/0!,#DIV/0!,8.2325,,10.25,2.0175,13.88,5.6475,,Good image of house,
COMPLETED,mrvernon09@tamu.edu,Dwelling,10230,Caribbean Blvd,Cutler Bay,FL,33189,25.576152,-80.357153,AE,8,1,-999,-999,-999,-999,-999,N,N,,,0,,5,2018,2019,2017,,,,,,,7.05,25.576152,-80.357153,0.625,#DIV/0!,#DIV/0!,7.675,#DIV/0!,#DIV/0!,7.985,#DIV/0!,#DIV/0!,7.985,,10.25,2.265,13.88,5.895,,Good image of house,
COMPLETED,mrvernon09@tamu.edu,Dwelling,10231,Caribbean Blvd,Cutler Bay,FL,33189,25.576524,-80.357012,X,-999,-999,-999,-999,-999,-999,-999,N,N,,,0,,2,2018,2019,2017,,,,,,,7.01,25.576524,-80.357012,-624.375,#DIV/0!,0,-617.365,#DIV/0!,7.01,-617.055,#DIV/0!,7.32,7.32,C,10.25,2.93,13.88,6.56,,Entrance partially obscured by wall,
COMPLETED,mrvernon09@tamu.edu,Dwelling,10240,Caribbean Blvd,Cutler Bay,FL,33189,25.576141,-80.357304,AE,8,0,-999,-999,-999,-999,-999,N,N,,,0,,5,2018,2019,2017,,,,,,,6.98,25.576141,-80.357304,0,#DIV/0!,#DIV/0!,6.98,#DIV/0!,#DIV/0!,7.29,#DIV/0!,#DIV/0!,7.29,,10.25,2.96,13.88,6.59,,Good image of house,
COMPLETED,mrvernon09@tamu.edu,Dwelling,10241,Caribbean Blvd,Cutler Bay,FL,33189,25.576519,-80.357345,X,-999,0,-999,-999,-999,-999,-999,N,N,,,0,,5,2018,2019,2017,,,,,,,6.42,25.576519,-80.357345,0,#DIV/0!,#DIV/0!,6.42,#DIV/0!,#DIV/0!,6.73,#DIV/0!,#DIV/0!,6.73,,10.25,3.52,13.88,7.15,,Good image of house,
COMPLETED,mrvernon09@tamu.edu,Dwelling,10250,Caribbean Blvd,Cutler Bay,FL,33189,25.576141,-80.357634,AE,8,0,-999,-999,-999,-999,-999,N,N,,,0,,4,2018,2019,2017,,,,,,,6.15,25.576141,-80.357634,0,#DIV/0!,#DIV/0!,6.15,#DIV/0!,#DIV/0!,6.46,#DIV/0!,#DIV/0!,6.46,,10.25,3.79,13.88,7.42,,House partially obscured by palm trees,
